date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,conversion_rate,high_roas_flag,profit,cost_efficiency,engagement_score,year,month,day
2024-08-20,tiktok ads,search,fintech,germany,38828,3607,0.0929,0.97,3498.79,116,30.16,8788.51,2.51,0.03215968949265317,True,5289.72,0.033154319064590904,3607.1212,2024,8,20
2024-12-25,meta ads,video,saas,canada,187957,4586,0.0244,2.1,9630.6,271,35.54,34433.97,3.58,0.059092891408634975,True,24803.370000000003,0.02813947209934999,4586.1508,2024,12,25
2024-11-01,google ads,video,saas,canada,34592,1615,0.0467,1.15,1857.25,116,16.01,4344.96,2.34,0.0718266253869969,True,2487.71,0.06245793511912774,1615.4464,2024,11,1
2024-07-04,meta ads,shopping,fintech,usa,185798,5889,0.0317,0.9,5300.1,400,13.25,41326.63,7.8,0.06792324673119375,True,36026.53,0.07547027414577083,5889.7966,2024,7,4
2024-12-30,tiktok ads,video,edtech,india,194407,13122,0.0675,0.85,11153.7,379,29.43,56289.95,5.05,0.028882792257277853,True,45136.25,0.03397975559679747,13122.472500000002,2024,12,30
2024-11-13,google ads,search,saas,uae,188062,8143,0.0433,1.8,14657.4,614,23.87,124232.5,8.48,0.0754021859265627,True,109575.1,0.04189010329253483,8143.084599999999,2024,11,13
2024-12-14,meta ads,shopping,healthcare,india,195710,4481,0.0229,0.53,2374.93,352,6.75,27223.39,11.46,0.07855389422004017,True,24848.46,0.14821489475479277,4481.759,2024,12,14
2024-04-09,google ads,display,healthcare,australia,198824,9046,0.0455,3.61,18189.69375,407,80.24,71482.19,2.19,0.04499226177315941,True,53292.496250000004,0.02237530799549608,9046.492,2024,4,9
2024-06-08,meta ads,shopping,saas,usa,196962,5081,0.0258,2.06,10466.86,282,37.12,24196.95,2.31,0.05550088565243062,True,13730.09,0.026942177501179915,5081.6196,2024,6,8
2024-08-29,google ads,shopping,saas,uae,105386,3783,0.0359,1.82,6885.06,130,52.96,36776.35,5.34,0.03436426116838488,True,29891.289999999997,0.01888146218043125,3783.3574000000003,2024,8,29
2024-09-05,google ads,search,healthcare,uae,49425,1996,0.0404,1.27,2534.92,98,25.87,9253.27,3.65,0.04909819639278557,True,6718.35,0.03865999715967368,1996.77,2024,9,5
2024-12-26,meta ads,video,e-commerce,canada,191141,4453,0.0233,1.23,5477.19,72,76.07,8367.46,1.53,0.01616887491578711,True,2890.2699999999995,0.013145426760802529,4453.585300000001,2024,12,26
2024-05-23,tiktok ads,shopping,edtech,canada,91900,4696,0.0511,0.53,2488.88,367,6.78,109696.83,44.07,0.07815161839863714,True,107207.95,0.14745588377101346,4696.09,2024,5,23
2024-11-26,google ads,video,healthcare,canada,11801,795,0.0674,2.97,2361.15,57,41.42,3966.25,1.68,0.07169811320754717,True,1605.1,0.02414077885775999,795.3874000000001,2024,11,26
2024-11-16,meta ads,display,fintech,uae,193926,5837,0.0301,1.0,5837.0,193,30.24,28429.29,4.87,0.033064930615041975,True,22592.29,0.033064930615041975,5837.1726,2024,11,16
2024-02-27,google ads,display,edtech,india,35355,961,0.0272,2.22,2133.42,68,31.37,6145.22,2.88,0.07075962539021852,True,4011.8,0.03187370513072906,961.656,2024,2,27
2024-11-12,tiktok ads,shopping,healthcare,uae,133148,9120,0.0685,0.5,4560.0,279,16.34,83385.98,18.29,0.030592105263157896,True,78825.98,0.06118421052631579,9120.638,2024,11,12
2024-01-12,meta ads,video,e-commerce,canada,104657,4029,0.0385,0.71,2860.59,204,14.02,10401.62,3.64,0.05063291139240506,True,7541.030000000001,0.07131395970761276,4029.2945,2024,1,12
2024-05-24,tiktok ads,shopping,fintech,india,174160,9683,0.0556,1.84,17816.72,512,34.8,73177.92,4.11,0.05287617473923371,True,55361.2,0.02873705148871397,9683.296,2024,5,24
2024-01-05,tiktok ads,display,fintech,uae,6015,410,0.0683,1.93,791.3,28,28.26,4383.32,5.54,0.06829268292682927,True,3592.0199999999995,0.035384809806647294,410.8245,2024,1,5
2024-01-06,meta ads,search,healthcare,australia,17763,726,0.0409,1.94,1408.44,30,46.95,1946.19,1.38,0.04132231404958678,False,537.75,0.021300161881230295,726.5067,2024,1,6
2024-10-14,tiktok ads,search,edtech,india,97193,6230,0.0641,1.6,9968.0,306,32.58,81609.12,8.19,0.04911717495987159,True,71641.12,0.030698234349919744,6230.0713000000005,2024,10,14
2024-03-06,meta ads,shopping,healthcare,uae,58682,1748,0.0298,1.49,2604.52,84,31.01,12746.65,4.89,0.04805491990846682,True,10142.13,0.03225162409964216,1748.7236,2024,3,6
2024-03-21,tiktok ads,display,saas,canada,108196,5334,0.0493,0.99,5280.66,289,18.27,27408.56,5.19,0.05418072740907386,True,22127.9,0.054728007483912995,5334.0628,2024,3,21
2024-01-08,google ads,search,fintech,india,63243,1707,0.027,2.24,3823.68,37,103.34,3893.12,1.02,0.021675454012888107,False,69.44000000000005,0.009676541970039334,1707.561,2024,1,8
2024-08-20,google ads,search,e-commerce,uae,152979,4650,0.0304,0.79,3673.5,330,11.13,91949.73,25.03,0.07096774193548387,True,88276.23,0.08983258472846059,4650.5616,2024,8,20
2024-01-08,google ads,display,edtech,usa,132600,6802,0.0513,1.53,10407.06,97,107.29,6779.29,0.65,0.014260511614231109,False,-3627.7699999999995,0.009320595826294843,6802.38,2024,1,8
2024-09-30,google ads,video,fintech,australia,110977,4150,0.0374,1.13,4689.5,197,23.8,18314.78,3.91,0.047469879518072286,True,13625.279999999999,0.04200874293634716,4150.5398000000005,2024,9,30
2024-03-07,google ads,search,edtech,uk,87152,3599,0.0413,2.63,9465.37,127,74.53,25958.5,2.74,0.03528757988330092,True,16493.129999999997,0.013417330754106812,3599.3776000000003,2024,3,7
2024-08-16,meta ads,shopping,fintech,uae,164096,1919,0.0117,0.66,1266.54,139,9.11,7181.17,5.67,0.07243355914538822,True,5914.63,0.10974781688695186,1919.9232,2024,8,16
2024-08-10,meta ads,shopping,healthcare,germany,21389,941,0.044,0.8,752.8,46,16.37,8479.43,11.26,0.048884165781083955,True,7726.63,0.06110520722635494,941.116,2024,8,10
2024-04-27,google ads,shopping,healthcare,india,69323,2169,0.0313,2.19,4750.11,94,50.53,16337.12,3.44,0.04333794375288151,True,11587.010000000002,0.019789015412274666,2169.8099,2024,4,27
2024-05-17,google ads,display,saas,uae,138291,3318,0.024,0.83,2753.94,217,12.69,12761.51,4.63,0.06540084388185655,True,10007.57,0.07879619744801993,3318.984,2024,5,17
2024-11-29,tiktok ads,shopping,edtech,uk,72444,2339,0.0323,1.39,3251.21,153,21.25,12919.22,3.97,0.06541256947413425,True,9668.009999999998,0.04705940249937716,2339.9412,2024,11,29
2024-12-04,google ads,search,healthcare,uae,160002,7520,0.047,2.96,18189.69375,403,55.23,70823.58,3.18,0.05359042553191489,True,52633.88625,0.022155403248611594,7520.094,2024,12,4
2024-08-12,meta ads,search,e-commerce,usa,16246,448,0.0276,1.99,891.52,8,111.44,1955.09,2.19,0.017857142857142856,True,1063.57,0.008973438621679828,448.3896,2024,8,12
2024-06-05,meta ads,shopping,fintech,germany,15789,423,0.0268,1.81,765.63,7,109.38,1223.95,1.6,0.016548463356973995,True,458.32000000000005,0.009142797434792262,423.1452,2024,6,5
2024-06-05,google ads,search,edtech,australia,25103,710,0.0283,2.34,1661.4,24,69.23,1896.75,1.14,0.03380281690140845,False,235.3499999999999,0.01444564824846515,710.4149,2024,6,5
2024-12-28,tiktok ads,display,saas,india,138515,4377,0.0316,0.51,2232.27,285,7.83,10321.59,4.62,0.06511309115832763,True,8089.32,0.1276727277614267,4377.0740000000005,2024,12,28
2024-02-20,meta ads,search,edtech,australia,180399,6025,0.0334,0.7,4217.5,191,22.08,17456.79,4.14,0.03170124481327801,True,13239.29,0.04528749259039715,6025.326599999999,2024,2,20
2024-05-16,meta ads,video,e-commerce,uae,62545,606,0.0097,1.96,1187.76,37,32.1,5627.66,4.74,0.06105610561056106,True,4439.9,0.03115107429110258,606.6865,2024,5,16
2024-06-30,google ads,shopping,fintech,canada,72526,2146,0.0296,1.56,3347.76,168,19.93,25859.74,7.72,0.0782851817334576,True,22511.980000000003,0.05018280880349846,2146.7696,2024,6,30
2024-07-07,meta ads,display,edtech,australia,67823,2075,0.0306,1.83,3797.25,26,146.05,4093.91,1.08,0.01253012048192771,False,296.65999999999985,0.006847060372638093,2075.3838,2024,7,7
2024-06-23,meta ads,display,e-commerce,india,164937,4453,0.027,1.08,4809.24,129,37.28,35127.5,7.3,0.02896923422411857,True,30318.260000000002,0.026823365022332013,4453.299,2024,6,23
2024-12-14,meta ads,search,edtech,uk,114575,2039,0.0178,0.53,1080.67,113,9.56,10656.96,9.86,0.055419323197645906,True,9576.289999999999,0.10456476075027528,2039.435,2024,12,14
2024-06-13,google ads,shopping,fintech,germany,132157,2999,0.0227,0.93,2789.07,152,18.35,21855.26,7.84,0.050683561187062354,True,19066.19,0.054498452889314354,2999.9639,2024,6,13
2024-01-11,tiktok ads,video,healthcare,germany,108145,3882,0.0359,0.94,3649.08,98,37.24,28726.52,7.87,0.025244719216898505,True,25077.440000000002,0.026856084273296284,3882.4055000000003,2024,1,11
2024-04-29,tiktok ads,search,saas,india,72642,3014,0.0415,1.16,3496.24,59,59.26,15070.44,4.31,0.019575315195753153,True,11574.2,0.016875271720476856,3014.643,2024,4,29
2024-04-07,tiktok ads,display,healthcare,uae,131678,8374,0.0636,0.91,7620.34,505,15.09,29682.01,3.9,0.06030570814425603,True,22061.67,0.0662700089497319,8374.720800000001,2024,4,7
2024-05-13,google ads,video,e-commerce,australia,34402,1314,0.0382,3.29,4323.06,17,254.3,1273.24,0.29,0.01293759512937595,False,-3049.8200000000006,0.00393239973537263,1314.1563999999998,2024,5,13
2024-10-08,meta ads,video,healthcare,germany,58276,1183,0.0203,1.49,1762.67,89,19.81,20273.71,11.5,0.07523245984784446,True,18511.04,0.05049158379049964,1183.0028,2024,10,8
2024-08-14,google ads,shopping,edtech,canada,168059,3462,0.0206,3.08,10662.96,154,69.24,33243.77,3.12,0.04448295782784518,True,22580.809999999998,0.014442518775274409,3462.0154,2024,8,14
2024-08-16,meta ads,video,fintech,canada,91123,1567,0.0172,2.33,3651.11,64,57.05,5119.1,1.4,0.0408423739629866,False,1467.9900000000002,0.017528915863942746,1567.3156,2024,8,16
2024-05-28,meta ads,shopping,fintech,australia,16344,452,0.0277,0.9,406.8,5,81.36,1102.53,2.71,0.011061946902654867,True,695.73,0.012291052114060964,452.7288,2024,5,28
2024-03-26,tiktok ads,video,saas,uae,99457,5808,0.0584,1.6,9292.8,80,116.16,12231.1,1.32,0.013774104683195593,False,2938.300000000001,0.008608815426997245,5808.2888,2024,3,26
2024-06-07,meta ads,video,e-commerce,india,57375,843,0.0147,1.61,1357.23,40,33.93,9739.81,7.18,0.04744958481613286,True,8382.58,0.029471791811262645,843.4125,2024,6,7
2024-04-17,google ads,display,e-commerce,uae,115017,2771,0.0241,2.56,7093.76,95,74.67,22528.38,3.18,0.03428365211115121,True,15434.62,0.01339205160591844,2771.9097,2024,4,17
2024-09-28,meta ads,search,edtech,usa,90431,1853,0.0205,1.7,3150.1,57,55.26,14834.93,4.71,0.03076092822450081,True,11684.83,0.018094663661471066,1853.8355000000001,2024,9,28
2024-03-13,meta ads,search,e-commerce,usa,140566,5046,0.0359,0.62,3128.52,384,8.15,59980.19,19.17,0.07609988109393578,True,56851.670000000006,0.12274174369989643,5046.3194,2024,3,13
2024-02-28,meta ads,search,edtech,germany,133583,3954,0.0296,0.65,2570.1,255,10.08,31756.12,12.36,0.06449165402124431,True,29186.02,0.09921792926345278,3954.0568000000003,2024,2,28
2024-04-08,google ads,video,e-commerce,usa,198555,13104,0.066,2.46,18189.69375,336,95.94,58794.32,1.82,0.02564102564102564,True,40604.62625,0.018471998738296518,13104.630000000001,2024,4,8
2024-09-23,meta ads,display,healthcare,uk,88560,1319,0.0149,0.52,685.88,81,8.47,8584.02,12.52,0.06141015921152388,True,7898.14,0.11809646002216131,1319.544,2024,9,23
2024-06-24,google ads,display,fintech,uae,117217,5602,0.0478,3.49,18189.69375,411,47.57,75729.26,3.87,0.07336665476615495,True,57539.566249999996,0.02259521274238056,5602.9726,2024,6,24
2024-08-24,meta ads,shopping,fintech,uae,104616,4048,0.0387,1.77,7164.96,233,30.75,45906.84,6.41,0.05755928853754941,True,38741.88,0.03251937205511266,4048.6391999999996,2024,8,24
2024-02-14,tiktok ads,video,healthcare,canada,79553,2712,0.0341,0.31,840.72,170,4.95,16973.79,20.19,0.06268436578171091,True,16133.070000000002,0.20220763155390617,2712.7572999999998,2024,2,14
2024-08-20,google ads,search,fintech,usa,170904,4751,0.0278,1.12,5321.12,326,16.32,44297.15,8.32,0.0686171332351084,True,38976.03,0.06126529753134678,4751.1312,2024,8,20
2024-07-14,google ads,search,healthcare,india,88807,4999,0.0563,2.37,11847.63,348,34.04,103474.34,8.73,0.06961392278455691,True,91626.70999999999,0.029372963200234987,4999.8341,2024,7,14
2024-08-14,meta ads,shopping,edtech,canada,157499,1574,0.01,1.76,2770.24,45,61.56,13465.06,4.86,0.028589580686149935,True,10694.82,0.016244079935312464,1574.99,2024,8,14
2024-09-27,meta ads,search,e-commerce,australia,46846,983,0.021,0.72,707.76,11,64.34,2501.87,3.53,0.011190233977619531,True,1794.11,0.015541991635582683,983.7660000000001,2024,9,27
2024-09-18,tiktok ads,search,fintech,germany,104986,6131,0.0584,0.36,2207.16,219,10.08,57679.5,26.13,0.03572011091175991,True,55472.34,0.0992225303104442,6131.1824,2024,9,18
2024-05-24,meta ads,shopping,edtech,india,172516,6314,0.0366,0.72,4546.08,335,13.57,82096.8,18.06,0.053056699398162814,True,77550.72,0.07368986027522613,6314.0856,2024,5,24
2024-08-23,meta ads,display,e-commerce,india,187099,2469,0.0132,0.83,2049.27,103,19.9,3413.17,1.67,0.04171729445119481,True,1363.9,0.05026180054360821,2469.7068,2024,8,23
2024-04-04,google ads,shopping,saas,india,111661,3930,0.0352,0.84,3301.2,310,10.65,21226.88,6.43,0.07888040712468193,True,17925.68,0.0939052465770023,3930.4672,2024,4,4
2024-06-09,meta ads,display,edtech,germany,79441,3082,0.0388,0.53,1633.46,100,16.33,29391.59,17.99,0.03244646333549643,True,27758.13,0.0612197421424461,3082.3108,2024,6,9
2024-04-15,google ads,display,saas,australia,14078,763,0.0542,2.26,1724.38,57,30.25,16289.72,9.45,0.07470511140235911,True,14565.34,0.033055359027592525,763.0276,2024,4,15
2024-01-07,meta ads,shopping,fintech,australia,182235,5047,0.0277,0.74,3734.78,260,14.36,53450.65,14.31,0.0515157519318407,True,49715.87,0.06961588098897391,5047.9095,2024,1,7
2024-02-24,meta ads,video,saas,canada,128629,2109,0.0164,1.29,2720.61,168,16.19,49256.62,18.1,0.07965860597439545,True,46536.01,0.06175085734449259,2109.5156,2024,2,24
2024-04-02,meta ads,display,fintech,canada,21309,432,0.0203,1.66,717.12,15,47.81,4449.98,6.21,0.034722222222222224,True,3732.8599999999997,0.020917001338688086,432.5727,2024,4,2
2024-09-06,google ads,search,fintech,usa,167932,6717,0.04,2.46,16523.82,247,66.9,38475.06,2.33,0.03677236861694209,True,21951.239999999998,0.014948117323960198,6717.28,2024,9,6
2024-01-08,tiktok ads,search,fintech,uk,162795,8107,0.0498,0.96,7782.72,575,13.54,86383.64,11.1,0.0709263599358579,True,78600.92,0.07388162493318531,8107.191,2024,1,8
2024-08-18,meta ads,search,edtech,uk,50893,1124,0.0221,1.41,1584.84,29,54.65,2707.5,1.71,0.025800711743772242,True,1122.66,0.018298377123242726,1124.7353,2024,8,18
2024-09-22,tiktok ads,display,saas,uae,81619,3623,0.0444,0.47,1702.81,222,7.67,46448.44,27.28,0.061275186309688104,True,44745.630000000005,0.13037273682912362,3623.8836,2024,9,22
2024-07-25,meta ads,search,edtech,germany,154381,1698,0.011,1.85,3141.3,70,44.88,19750.24,6.29,0.04122497055359246,True,16608.940000000002,0.022283767866806733,1698.1909999999998,2024,7,25
2024-01-12,google ads,search,fintech,india,124273,3603,0.029,1.55,5584.65,167,33.44,20460.25,3.66,0.04635026366916459,True,14875.6,0.029903395915590058,3603.9170000000004,2024,1,12
2024-12-01,meta ads,video,healthcare,germany,6969,176,0.0253,1.08,190.08,10,19.01,2562.91,13.48,0.056818181818181816,True,2372.83,0.052609427609427606,176.3157,2024,12,1
2024-05-24,tiktok ads,display,saas,uk,29089,1076,0.037,0.65,699.4,40,17.48,8233.32,11.77,0.03717472118959108,True,7533.92,0.057191878753217046,1076.293,2024,5,24
2024-07-10,google ads,shopping,saas,uk,10704,489,0.0457,1.71,836.19,36,23.23,5339.04,6.38,0.0736196319018405,True,4502.85,0.04305241631686578,489.1728,2024,7,10
2024-12-04,tiktok ads,search,e-commerce,australia,22772,1045,0.0459,0.95,992.75,38,26.12,5743.6,5.79,0.03636363636363636,True,4750.85,0.03827751196172249,1045.2348000000002,2024,12,4
2024-04-11,google ads,search,fintech,germany,68449,3285,0.048,2.38,7818.3,243,32.17,60681.21,7.76,0.07397260273972603,True,52862.909999999996,0.03108092552089329,3285.552,2024,4,11
2024-10-26,google ads,search,saas,uae,51819,2497,0.0482,2.88,7191.36,138,52.11,37600.62,5.23,0.0552663195835002,True,30409.260000000002,0.01918969429982646,2497.6758,2024,10,26
2024-11-19,google ads,video,fintech,australia,173722,3821,0.022,1.54,5884.34,201,29.28,44895.5,7.63,0.052604030358544884,True,39011.16,0.03415846127178239,3821.8839999999996,2024,11,19
2024-12-15,google ads,shopping,saas,usa,119014,5938,0.0499,2.88,17101.44,95,180.02,23773.95,1.39,0.015998652745031997,False,6672.510000000002,0.005555087758691666,5938.7986,2024,12,15
2024-05-20,google ads,search,saas,australia,159741,6868,0.043,1.37,9409.16,336,28.0,33272.11,3.54,0.0489225393127548,True,23862.95,0.035709882710040004,6868.862999999999,2024,5,20
2024-02-29,google ads,shopping,fintech,germany,167982,7693,0.0458,2.64,18189.69375,193,105.23,10777.69,0.53,0.02508774210321071,False,-7412.003749999998,0.010610404037176273,7693.5756,2024,2,29
2024-06-08,google ads,video,fintech,germany,96658,2822,0.0292,3.37,9510.14,112,84.91,25060.16,2.64,0.039688164422395464,True,15550.02,0.011776903389434856,2822.4136,2024,6,8
2024-01-19,meta ads,video,edtech,india,43467,991,0.0228,1.9,1882.9,25,75.32,3146.23,1.67,0.025227043390514632,True,1263.33,0.013277391258165594,991.0476,2024,1,19
2024-01-05,google ads,search,edtech,uk,41378,2023,0.0489,1.23,2488.29,73,34.09,9343.63,3.76,0.03608502224419179,True,6855.339999999999,0.029337416458692516,2023.3842,2024,1,5
2024-10-26,tiktok ads,video,edtech,india,100673,5718,0.0568,1.05,6003.9,196,30.63,41067.13,6.84,0.03427771948233648,True,35063.229999999996,0.032645447126034746,5718.2264000000005,2024,10,26
2024-12-13,tiktok ads,shopping,healthcare,australia,191994,14898,0.0776,1.08,16089.84,936,17.19,60355.75,3.75,0.06282722513089005,True,44265.91,0.058173356602675974,14898.734400000001,2024,12,13
2024-05-21,tiktok ads,display,edtech,uk,152235,6104,0.0401,0.73,4455.92,252,17.68,48424.44,10.87,0.04128440366972477,True,43968.520000000004,0.05655397762975996,6104.6235,2024,5,21
2024-12-07,meta ads,video,fintech,australia,66929,1539,0.023,1.21,1862.19,38,49.01,9540.22,5.12,0.024691358024691357,True,7678.029999999999,0.020406081012141617,1539.367,2024,12,7
2024-05-09,google ads,video,saas,canada,188202,7189,0.0382,1.15,8267.35,376,21.99,88923.49,10.76,0.05230212825149534,True,80656.14,0.04548011152303942,7189.3164,2024,5,9
2024-01-25,google ads,video,fintech,usa,184316,4091,0.0222,1.04,4254.64,309,13.77,82363.46,19.36,0.0755316548521144,True,78108.82,0.07262659120395615,4091.8152,2024,1,25
2024-09-10,google ads,video,healthcare,canada,65545,3355,0.0512,1.77,5938.35,196,30.3,57936.29,9.76,0.058420268256333834,True,51997.94,0.03300580127476487,3355.904,2024,9,10
2024-06-04,google ads,video,healthcare,usa,33141,798,0.0241,3.29,2625.42,42,62.51,7236.65,2.76,0.05263157894736842,True,4611.23,0.015997440409534474,798.6981,2024,6,4
2024-07-09,meta ads,video,healthcare,germany,76229,1562,0.0205,1.01,1577.62,30,52.59,4290.5,2.72,0.019206145966709345,True,2712.88,0.01901598610565282,1562.6945,2024,7,9
2024-11-09,tiktok ads,search,saas,australia,141614,10677,0.0754,0.35,3736.95,305,12.25,62355.52,16.69,0.028566076613280884,True,58618.57,0.0816173617522311,10677.6956,2024,11,9
2024-07-14,meta ads,shopping,healthcare,uk,161193,4916,0.0305,1.37,6734.92,377,17.86,91408.9,13.57,0.07668836452400325,True,84673.98,0.05597690841168121,4916.3865,2024,7,14
2024-02-17,google ads,search,saas,germany,142244,4935,0.0347,2.98,14706.3,127,115.8,34307.21,2.33,0.025734549138804456,True,19600.91,0.008635754744565256,4935.8668,2024,2,17
2024-03-27,meta ads,search,fintech,uae,178063,1851,0.0104,0.45,832.95,64,13.01,7044.13,8.46,0.03457590491626148,True,6211.18,0.07683534425835883,1851.8552,2024,3,27
2024-01-28,google ads,video,fintech,australia,193978,5780,0.0298,1.73,9999.4,177,56.49,42071.17,4.21,0.030622837370242215,True,32071.769999999997,0.017701062063723825,5780.5444,2024,1,28
2024-02-18,meta ads,display,saas,canada,187051,6284,0.0336,2.01,12630.84,493,25.62,94906.46,7.51,0.07845321451304901,True,82275.62000000001,0.039031450006492045,6284.9136,2024,2,18
2024-01-11,meta ads,video,edtech,uk,152977,5491,0.0359,1.35,7412.85,147,50.43,9232.39,1.25,0.026771079949007466,False,1819.539999999999,0.019830429591857383,5491.8743,2024,1,11
2024-05-01,google ads,display,e-commerce,uae,129447,4310,0.0333,2.7,11637.0,211,55.15,16618.47,1.43,0.048955916473317866,False,4981.470000000001,0.018131820916043654,4310.5851,2024,5,1
2024-01-22,google ads,shopping,fintech,usa,28387,672,0.0237,3.32,2231.04,41,54.42,7232.57,3.24,0.06101190476190476,True,5001.53,0.018377079747561677,672.7719,2024,1,22
2024-04-27,meta ads,shopping,fintech,australia,88986,1308,0.0147,0.75,981.0,80,12.26,21439.34,21.85,0.06116207951070336,True,20458.34,0.08154943934760449,1308.0942,2024,4,27
2024-01-10,google ads,video,saas,uk,170268,7917,0.0465,3.14,18189.69375,98,253.67,22672.12,0.91,0.01237842617152962,False,4482.42625,0.005387666298669817,7917.4619999999995,2024,1,10
2024-01-20,google ads,display,healthcare,usa,122322,6152,0.0503,1.23,7566.96,155,48.82,10417.89,1.38,0.025195058517555265,False,2850.9299999999994,0.02048378741264656,6152.7966,2024,1,20
2024-02-07,meta ads,display,healthcare,uk,69429,2430,0.035,1.59,3863.7,119,32.47,21584.01,5.59,0.04897119341563786,True,17720.309999999998,0.03079949271423765,2430.0150000000003,2024,2,7
2024-06-07,meta ads,display,saas,canada,196675,4031,0.0205,1.97,7941.07,186,42.69,27686.79,3.49,0.04614239642768544,True,19745.72,0.023422536257708345,4031.8375,2024,6,7
2024-05-25,google ads,video,e-commerce,australia,104134,3603,0.0346,3.46,12466.38,234,53.28,14496.48,1.16,0.0649458784346378,False,2030.1000000000004,0.018770485096716128,3603.0364,2024,5,25
2024-12-24,meta ads,display,edtech,canada,150544,2890,0.0192,1.7,4913.0,170,28.9,47769.42,9.72,0.058823529411764705,True,42856.42,0.03460207612456748,2890.4447999999998,2024,12,24
2024-10-28,tiktok ads,video,saas,canada,75553,3331,0.0441,0.44,1465.64,203,7.22,33301.04,22.72,0.06094265986190333,True,31835.4,0.13850604514068937,3331.8873,2024,10,28
2024-10-23,meta ads,search,edtech,india,149565,2437,0.0163,0.37,901.69,30,30.06,3133.33,3.47,0.012310217480508822,True,2231.64,0.033270858055429245,2437.9094999999998,2024,10,23
2024-04-15,google ads,display,saas,india,12896,535,0.0415,0.98,524.3,20,26.21,2475.65,4.72,0.037383177570093455,True,1951.3500000000001,0.03814609956131986,535.1840000000001,2024,4,15
2024-05-22,tiktok ads,display,fintech,germany,70428,3310,0.047,1.17,3872.7,164,23.61,25462.93,6.57,0.04954682779456193,True,21590.23,0.04234771606372815,3310.116,2024,5,22
2024-06-09,tiktok ads,shopping,edtech,usa,12345,456,0.037,0.62,282.72,21,13.46,5118.94,18.11,0.046052631578947366,True,4836.219999999999,0.07427843803056026,456.765,2024,6,9
